name	genre	type	episodes	rating
Gear Fighter Dendoh	Action, Adventure, Mecha, School, Sci-Fi, Space	TV	38	7.35
Danball Senki W	Action, Kids, Mecha	TV	58	7.3
Kiddy Grade: Maelstrom	Action, Mecha, Sci-Fi, Super Power	Movie	1	7.33
Konjiki no Gash Bell!!	Adventure, Comedy, Magic, Shounen, Supernatural	TV	150	7.66
Kuroko no Basket 3rd Season NG-shuu	Comedy, Sports	Special	9	7.98
Buddy Complex: Daremo Shiranai Ashita e	Action, Mecha, Sci-Fi	ONA	1	7.07
Simoun	Drama, Magic, Military, Romance, Shoujo Ai	TV	26	7.56
Sengoku Basara Two	Action, Historical, Martial Arts, Samurai, Super Power	TV	12	7.74
Towa no Quon 6: Towa no Quon	Action, Super Power, Supernatural	Movie	1	7.79
Usagi Drop Specials	Josei, Slice of Life	Special	4	8.07
Digimon Adventure 02	Action, Adventure, Comedy, Drama, Fantasy, Kids	TV	50	7.37
Log Horizon	Action, Adventure, Fantasy, Game, Magic, Shounen	TV	25	8.14
Hanayamata	Comedy, School, Seinen, Slice of Life	TV	12	7.42
Smile Precure!	Action, Fantasy, Magic, Shoujo	TV	48	7.33
Cross Game	Comedy, Drama, Romance, School, Sports	TV	50	8.53
Sore ga Seiyuu!	Comedy, Slice of Life	TV	13	7.15
Aku no Hana	Drama, Psychological, Romance, School	TV	13	7.22
Gekkan Shoujo Nozaki-kun Specials	Comedy, Romance, School	Special	6	8
Mobile Suit Gundam I	Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space	Movie	1	7.43
Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life	Romance, School, Shoujo Ai	ONA	7	7.08
Dokidoki Densetsu: Mahoujin Guru Guru	Adventure, Comedy, Fantasy, Magic, Shounen	TV	38	7.42
JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season	Action, Adventure, Drama, Shounen, Supernatural	TV	24	8.6
High School DxD New	Action, Comedy, Demons, Ecchi, Harem, Romance, School	TV	12	7.87
Yuyushiki	Comedy, School, Seinen, Slice of Life	TV	12	7.45
Medaka Box Abnormal	Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power	TV	12	7.63
Hakushaku to Yousei	Adventure, Fantasy, Historical, Magic	TV	12	7.47
Soredemo Machi wa Mawatteiru	Comedy, Slice of Life	TV	12	7.48
Mahou Shoujo Madoka…Magica	Drama, Magic, Psychological, Thriller	TV	12	8.51
Rozen Maiden	Action, Comedy, Drama, Magic, Seinen	TV	12	7.57
Shinzou Ningen Casshern	Action	TV	35	7.07
Meitantei Holmes	Adventure, Comedy, Mystery	TV	26	7.46
Memories	Drama, Horror, Psychological, Sci-Fi	Movie	3	7.84
Beelzebub Specials	Action, Comedy, Demons, School, Shounen, Supernatural	Special	16	7.44
Seikimatsu Occult Gakuin	Comedy, Mystery, School, Sci-Fi, Supernatural	TV	13	7.16
Detective Conan Movie 02: The Fourteenth Target	Adventure, Comedy, Mystery, Police, Shounen	Movie	1	8
Kyouryuu Boukenki Jura Tripper	Adventure, Drama, Fantasy, Sci-Fi	TV	39	7.02
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!	Comedy, Magic, School, Slice of Life	TV	12	7.26
Kiznaiver	Drama, Sci-Fi	TV	12	7.67
Sennen Joyuu	Action, Adventure, Drama, Fantasy, Historical, Romance	Movie	1	8.34
Onegai My Melody: Kuru Kuru Shuffle!	Comedy, Fantasy, Magic	TV	52	7.4
Friends: Mononoke Shima no Naki	Comedy, Fantasy, Kids	Movie	1	7.19
Urusei Yatsura Movie 1: Only You	Action, Adventure, Comedy, Drama, Romance, Sci-Fi	Movie	1	7.3
Kamisama Kazoku	Comedy, Drama, Fantasy, Romance	TV	13	7.27
Tales of Zestiria: Doushi no Yoake	Fantasy	Special	1	7.52
Nogizaka Haruka no Himitsu: Purezza	Comedy, Ecchi, Romance	TV	12	7.29
Toaru Majutsu no Index-tan	Comedy, Parody	Special	2	7.11
Break Blade 5: Shisen no Hate	Action, Mecha, Military, Shounen	Movie	1	7.96
Stop!! Hibari-kun!	Comedy	TV	35	7.12
Flag	Mecha, Military	ONA	13	7.33
Ikoku Meiro no Croisae Special	Historical, Seinen, Slice of Life	Special	1	7.42
Uta Kata Special	Drama, Magic	Special	1	7.09
Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen	Action, Fantasy, Supernatural	Movie	1	7.75
Aoi Bungaku Series	Drama, Historical, Psychological, Seinen, Thriller	TV	12	7.9
Doraemon Movie 03: Nobita no Daimakyou	Adventure	Movie	1	7.32
Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday	Fantasy, Kids, Magic, Romance, Shoujo, Super Power	Movie	1	7.45
Anne no Nikki	Drama, Historical	Movie	1	7.08
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku	Action, Adventure, Comedy, Fantasy, Shounen	TV	24	7.42
Boku wa Tomodachi ga Sukunai	Comedy, Ecchi, Harem, Romance, School, Seinen, Slice of Life	TV	12	7.57
Waga Seishun no Arcadia	Action, Adventure, Drama, Sci-Fi, Space	Movie	1	7.7
City Hunter: Goodbye My Sweetheart	Adventure, Comedy, Shounen	Special	1	7.67
Muv-Luv Alternative: Total Eclipse	Action, Mecha, Military, Sci-Fi	TV	24	7.21
Kurau Phantom Memory	Action, Drama, Sci-Fi, Space, Super Power	TV	24	7.46
Happy Birthday: Inochi Kagayaku Toki	Drama, Kids, Slice of Life	Movie	1	7.48
Super Robot Taisen OG: The Inspector	Action, Mecha, Sci-Fi, Space	TV	26	7.35
Toaru Hikuushi e no Tsuioku	Adventure, Military, Romance	Movie	1	7.79
Kara no Kyoukai 4: Garan no Dou	Action, Mystery, Supernatural, Thriller	Movie	1	8.05
The Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel	Comedy, Fantasy, Kids, Sci-Fi, Shounen	Movie	1	7.04
Soukou Kihei Votoms	Action, Drama, Mecha, Military, Sci-Fi, Space	TV	52	7.87
Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen	Comedy	Movie	1	7.02
Koyomimonogatari	Comedy, Mystery, Supernatural	ONA	12	7.77
Samurai 7	Historical, Mecha, Samurai, Sci-Fi	TV	26	7.6
Hellsing	Action, Horror, Seinen, Supernatural, Vampire	TV	13	7.64
Shin Taketori Monogatari: 1000-nen Joou	Drama, Mystery, Sci-Fi	TV	42	7.45
Oshiete! Galko-chan	Comedy, School, Slice of Life	TV	12	7.15
Gakuen Senki Muryou	Adventure, Mecha, Sci-Fi, Shounen, Space, Supernatural	TV	26	7.24
Hatenkou Yuugi	Adventure, Comedy, Drama, Fantasy, Romance, Shoujo	TV	10	7.3
Doraemon Movie 16: Nobita no Sousei Nikki	Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen	Movie	1	7.23
Gintama: Jump Festa 2015 Special	Action, Comedy, Historical, Parody, Samurai, Shounen	Special	1	8.15
Black Bullet	Action, Mystery, Sci-Fi, Seinen	TV	13	7.44
Nurarihyon no Mago	Action, Demons, Shounen, Supernatural	TV	24	7.78
Yamato Takeru	Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space	TV	37	7.13
Gyakkyou Burai Kaiji: Ultimate Survivor	Game, Psychological, Seinen, Thriller	TV	26	8.33
Kimi ni Todoke 2nd Season: Kataomoi	Romance, Shoujo	Special	1	7.27
Ookami-san to Shichinin no Nakama-tachi	Comedy, Parody, Romance	TV	12	7.38
Bomberman Jetters	Action, Adventure, Comedy, Mystery, Sci-Fi, Shounen	TV	52	7.16
Captain Tsubasa: Europe Daikessen	Action, Shounen, Sports	Movie	1	7.02
Cinderella Monogatari	Adventure, Fantasy, Kids, Romance	TV	26	7.5
Fullmetal Alchemist: The Sacred Star of Milos	Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen	Movie	1	7.5
Owari no Seraph	Action, Drama, Shounen, Supernatural, Vampire	TV	12	7.65
Fruits Basket	Comedy, Drama, Fantasy, Romance, Shoujo, Slice of Life	TV	26	7.8
Gangsta.	Action, Drama, Seinen	TV	12	7.5
City Hunter: Bay City Wars	Action, Comedy, Mystery, Shounen	Movie	1	7.51
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu	Comedy, Parody, School	Special	1	7.6
Berserk: Ougon Jidai-hen I - Haou no Tamago	Action, Adventure, Demons, Fantasy, Military, Seinen, Supernatural	Movie	1	7.91
InuYasha: Kuroi Tessaiga	Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural	Special	1	7.89
Ga-Rei: Zero	Action, Super Power, Supernatural, Thriller	TV	12	7.78
Tamayura: Sotsugyou Shashin Part 3 - Akogare	Comedy, Drama, Slice of Life	Movie	1	7.88
Lupin III (2015) Specials	Action, Adventure, Comedy, Shounen	Special	2	7.34
Owari no Seraph: Nagoya Kessen-hen	Action, Drama, Shounen, Supernatural, Vampire	TV	12	7.84
Shoukoujo Sara	Drama, Historical, Shoujo, Slice of Life	TV	46	7.8
Darker than Black: Kuro no Keiyakusha Gaiden	Action, Mystery, Sci-Fi, Super Power	Special	4	8.09
Bakumatsu Kikansetsu Irohanihoheto	Action, Drama, Historical, Samurai	ONA	26	7.22
A-Channel	Comedy, School, Seinen, Slice of Life	TV	12	7.06
Strike Witches Movie	Action, Ecchi, Magic, Military, Sci-Fi	Movie	1	7.7
Rurouni Kenshin Recap	Action, Adventure, Comedy, Historical, Romance, Samurai	Special	1	7.46
Hetalia: The Beautiful World Specials	Comedy, Historical, Parody	Special	4	8
WWW.Working!!	Comedy, Slice of Life	TV	13	7.51
Death Parade	Drama, Game, Mystery, Psychological, Thriller	TV	12	8.33
Crayon Shin-chan	Comedy, Ecchi, Kids, School, Shounen, Slice of Life	TV	Unknown	7.73
Flanders no Inu, Boku no Patrasche	Drama, Historical	TV	26	7.32
Aoharu x Kikanjuu	Action, Comedy, Shounen, Sports	TV	12	7.29
Nogizaka Haruka no Himitsu	Comedy, Romance	TV	12	7.35
Mobile Suit Gundam: Char&#039;s Counterattack	Drama, Mecha, Military, Sci-Fi, Space	Movie	1	7.81
Toaru Majutsu no Index	Action, Magic, Sci-Fi, Super Power	TV	24	7.69
Naruto: Shippuuden Movie 2 - Kizuna	Action, Martial Arts, Shounen, Supernatural	Movie	1	7.43
Mini Sengoku Basara Two: Tsukiyo no Katakura-kun	Comedy, Historical	Special	7	7.03
Ayashi no Ceres	Adventure, Comedy, Drama, Horror, Psychological, Romance, Shoujo, Supernatural	TV	24	7.38
Haiyore! Nyaruko-san W	Comedy, Parody, Sci-Fi	TV	12	7.43
Tokyo Mew Mew	Adventure, Comedy, Fantasy, Magic, Romance, Sci-Fi, Shoujo, Supernatural	TV	52	7.04
Otogi Juushi Akazukin	Adventure, Comedy, Fantasy	TV	39	7.09
Prince of Stride: Alternative	Sports	TV	12	7.04
Sora no Manimani	Comedy, Romance, School, Slice of Life	TV	12	7.18
Soukyuu no Fafner: Dead Aggressor - Exodus Special	Action, Drama, Mecha, Military, Sci-Fi	Special	1	7.33
Winter Sonata	Drama, Romance	TV	26	7.51
Tenchi Muyou! in Love 2: Haruka Naru Omoi	Drama, Romance, Sci-Fi, Shounen	Movie	1	7.27
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season	Action, Drama, Mecha, Sci-Fi, Space	TV	25	8.2
Dead Leaves	Adventure, Comedy, Psychological, Sci-Fi	Movie	1	7.28
Amagami SS: Tachibana Miya-hen - Imouto	School	Special	1	7.35
Urayasu Tekkin Kazoku	Comedy, Shounen	TV	33	7.24
Doraemon Movie 05: Nobita no Makai Daibouken	Fantasy	Movie	1	7.51
Moonlight Mile 1st Season: Lift Off	Adventure, Drama, Sci-Fi, Space	TV	12	7.27
Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven	Action, Mecha, Sci-Fi	Special	1	8.12
Lady Lady!!	Drama, Historical	TV	21	7.73
Kaiketsu Zorori	Adventure, Comedy	TV	52	7.14
Nanatsu-iro Drops	Magic, Romance, School	TV	12	7.16
Bakuten Shoot Beyblade G Revolution	Action, Adventure, Comedy, Sci-Fi, Shounen, Sports	TV	52	7.02
Haibane Renmei	Drama, Fantasy, Mystery, Psychological, Slice of Life	TV	13	8.07
Kemono no Souja Erin	Drama, Fantasy	TV	50	8.45
Gokinjo Monogatari	Comedy, Drama, Romance, Slice of Life	TV	50	7.56
Saiunkoku Monogatari	Adventure, Comedy, Drama, Fantasy, Historical, Romance	TV	39	8.06
Thermae Romae Specials	Comedy, Historical, Seinen	Special	2	7.01
Junketsu no Maria	Comedy, Fantasy, Historical, Magic, Seinen	TV	12	7.29
Tenchi Muyou! Manatsu no Eve	Action, Comedy, Sci-Fi, Shounen, Space	Movie	1	7.21
Escaflowne	Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo	Movie	1	7.19
Hidamari Sketch x 	Comedy, School, Slice of Life	TV	12	8.01
Persona 3 the Movie 1: Spring of Birth	Action, Fantasy, Seinen, Supernatural	Movie	1	7.83
Yu Gi Oh!: Duel Monsters GX	Action, Comedy, Fantasy, Game, Shounen	TV	180	7.23
Boruto: Naruto the Movie	Action, Comedy, Martial Arts, Shounen, Super Power	Movie	1	8.03
Clannad	Comedy, Drama, Romance, School, Slice of Life, Supernatural	TV	23	8.3
Ginga Densetsu Weed	Adventure, Drama, Shounen	TV	26	7.31
Genshiken Nidaime	Comedy, Parody, Slice of Life	TV	13	7.56
Kara no Kyoukai: Shuushou	Mystery	Special	1	7.29
Junjou Romantica 3	Comedy, Drama, Romance, Shounen Ai	TV	12	8.16
Kiddy Grade: Truth Dawn	Action, Mecha, Sci-Fi, Super Power	Movie	1	7.34
Mahou Shoujo Lyrical Nanoha StrikerS	Action, Comedy, Drama, Magic, Super Power	TV	26	7.74
Aoki Hagane no Arpeggio: Ars Nova	Action, Sci-Fi, Seinen	TV	12	7.55
Arakawa Under the Bridge	Comedy, Romance, Seinen	TV	13	7.71
Tsukimonogatari	Comedy, Mystery, Supernatural	TV	4	8.21
Kiba	Adventure, Fantasy, Shounen	TV	51	7.43
Baccano! Specials	Action, Comedy, Historical, Mystery, Seinen, Supernatural	Special	3	8.29
Bokurano	Drama, Mecha, Psychological, Sci-Fi	TV	24	7.82
Lupin III: Fuuma Ichizoku no Inbou	Action, Adventure, Comedy, Shounen	Movie	1	7.38
Pokemon Best Wishes! Season 2: Episode N	Action, Adventure, Comedy, Fantasy, Kids	TV	14	7.04
Hidamari Sketch Specials	Comedy, School, Slice of Life	Special	2	7.62
Tsuyoshi Shikkari Shinasai	Comedy, Drama, Romance, School, Shounen, Slice of Life	TV	112	7.05
Kaitou Joker 4th Season	Adventure, Comedy, Mystery, Shounen	TV	Unknown	7.12
Yowamushi Pedal: Re:RIDE	Drama, Shounen, Sports	Movie	1	7.48
Selector Destructed WIXOSS Movie	Game, Psychological	Movie	1	7.3
Detective Conan Movie 05: Countdown to Heaven	Adventure, Comedy, Mystery, Police, Shounen	Movie	1	8.25
Kill la Kill	Action, Comedy, School, Super Power	TV	24	8.23
Ookami to Koushinryou II	Adventure, Fantasy, Historical, Romance	TV	12	8.46
Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi	Action, Adventure, Comedy, Shounen	Special	1	7.11
Brotherhood: Final Fantasy XV	Action	ONA	5	7.18
Princess Tutu	Comedy, Fantasy, Magic, Romance	TV	38	8.23
Bakuman. 3rd Season	Comedy, Drama, Romance, Shounen	TV	25	8.71
Konjiki no Gash Bell!!: 101 Banme no Mamono	Adventure, Shounen, Supernatural	Movie	1	7.41
Reikenzan: Hoshikuzu-tachi no Utage	Comedy, Fantasy, Magic	TV	12	7.2
Shinryaku!? Ika Musume	Comedy, Shounen, Slice of Life	TV	12	7.62
Amaama to Inazuma	Comedy, Seinen, Slice of Life	TV	12	7.63
Code Geass: Hangyaku no Lelouch Recaps	Action, Mecha, Military, School, Super Power	Special	2	7.12
Mobile Suit Gundam III: Encounters in Space	Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space	Movie	1	7.89
One Piece: Glorious Island	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Special	2	7.35
Break Blade 4: Sanka no Chi	Action, Fantasy, Mecha, Military, Shounen	Movie	1	7.99
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka	Adventure, Shounen, Supernatural	Movie	1	7.48
Ojiisan no Lamp	Drama, Historical	Movie	1	7.71
Elf wo Karu Mono-tachi II	Adventure, Comedy, Fantasy	TV	12	7.15
Dragon Ball Z: Summer Vacation Special	Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power	Special	1	7.05
One Piece Movie 1	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Movie	1	7.25
Poyopoyo Kansatsu Nikki	Comedy, Seinen, Slice of Life	TV	52	7.79
Yamada-kun to 7-nin no Majo (TV)	Comedy, Harem, Mystery, Romance, School, Shounen, Supernatural	TV	12	7.91
Chi&#039;s Sweet Home: Atarashii Ouchi	Comedy, Kids, Slice of Life	TV	104	7.9
Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode	Comedy, Drama, Slice of Life	Special	1	7.44
Solty Rei Special	Comedy, Drama	Special	1	7.18
Lupin the Third: Mine Fujiko to Iu Onna	Action, Adventure, Comedy, Ecchi, Samurai, Seinen	TV	13	7.81
Digimon X-Evolution	Action, Adventure, Fantasy, Sci-Fi	Movie	1	7.29
InuYasha: Guren no Houraijima	Adventure, Comedy, Demons, Drama, Historical, Romance, Shounen, Supernatural	Movie	1	7.62
Hakuouki Reimeiroku	Action, Drama, Historical, Josei, Samurai, Supernatural	TV	12	7.63
Super GALS! Kotobuki Ran	Comedy, Shoujo, Slice of Life	TV	52	7.57
Uchouten Kazoku	Comedy, Drama, Fantasy, Slice of Life	TV	13	7.96
Urusei Yatsura: The Shougaibutsu Suieitaikai	Action, Comedy, Romance, School, Sci-Fi	Special	1	7.27
Hotori: Tada Saiwai wo Koinegau	Drama, Sci-Fi	Movie	1	7.14
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara Picture Drama	Comedy, Ecchi, Military	Special	1	7.08
Kannagi: Moshimo Kannagi ga Attara...	Comedy, School, Shounen, Supernatural	Special	1	7.17
Tactics	Comedy, Drama, Fantasy, Mystery, Shounen, Super Power	TV	25	7.34
Nanbaka	Action, Comedy, Drama	TV	13	7.19
Marmalade Boy	Comedy, Drama, Romance, Shoujo	TV	76	7.64
Mai-Otome Specials	Comedy, Drama, Fantasy, Magic	Special	9	7.14
Hikaru no Go: New Year Special	Comedy, Game, Shounen, Supernatural	Special	1	7.45
Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys	Comedy, Ecchi, Kids, School, Shounen, Slice of Life	Movie	1	7.22
Gundam Build Fighters	Action, Mecha, Sci-Fi	TV	25	7.98
Sabagebu!	Action, Comedy, Military, Shoujo	TV	12	7.46
Monogatari Series: Second Season	Comedy, Mystery, Romance, Supernatural, Vampire	TV	26	8.8
Lupin III: Nusumareta Lupin	Action, Adventure, Comedy, Shounen	Special	1	7.31
Kaichou wa Maid-sama!: Omake dayo!	Comedy, School, Shoujo	Special	1	7.55
Dragon Ball Movie 2: Majinjou no Nemuri Hime	Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power	Movie	1	7.03
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou	Action, Mystery, Supernatural	Special	1	7.88
Toaru Kagaku no Railgun S: Motto Marutto Railgun	Comedy	Special	2	7.14
Detective Conan Movie 08: Time Travel of the Silver Sky	Adventure, Mystery	Special	1	7.95
Nodame Cantabile Special	Comedy, Josei, Romance, Slice of Life	Special	1	7.5
Shin Tenchi Muyou! Specials	Comedy, Romance, Sci-Fi, Shounen	Special	6	7.08
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni	Action, Comedy, Fantasy, Sci-Fi, Shounen, Super Power	Special	1	7.68
Kyousou Giga (TV)	Action, Fantasy, Supernatural	TV	10	7.95
Shin Shirayuki-hime Densetsu Pratear	Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power	TV	13	7.33
Shugo Chara!	Comedy, Magic, School, Shoujo	TV	51	7.61
Magic Tree House	Adventure, Magic	Movie	1	7.17
Digimon Frontier	Action, Adventure, Comedy, Drama, Fantasy, Shounen	TV	50	7.25
Shikabane Hime: Aka	Action, Horror, Martial Arts	TV	13	7.38
Genshiken 2	Comedy, Parody, Slice of Life	TV	12	7.86
Angel Beats! Specials	Action, Comedy, School, Supernatural	Special	2	7.79
Doraemon Movie 21: Nobita no Taiyou Ou Densetsu	Adventure, Comedy, Fantasy, Historical, Kids, Shounen	Movie	1	7.57
Bokura wa Minna Kawaisou Specials	Comedy	Special	14	7.23
Aa! Megami-sama!: Tatakau Tsubasa	Comedy, Magic, Romance, Seinen, Supernatural	Special	2	7.71
Ghost in the Shell: Stand Alone Complex - Solid State Society - Uchikoma no Hibi	Comedy, Mecha, Sci-Fi	Special	1	7.19
Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!	Comedy, Sci-Fi, Shounen	Movie	1	7.66
Cowboy Bebop	Action, Adventure, Comedy, Drama, Sci-Fi, Space	TV	26	8.82
Goal FH: Field Hunter	Action, Sports	TV	39	7.07
Gakusen Toshi Asterisk	Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural	TV	12	7.14
Bleach Movie 1: Memories of Nobody	Action, Adventure, Super Power	Movie	1	7.58
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?	Comedy, Fantasy, Supernatural	TV	10	7.85
Psycho-Pass 2	Action, Police, Psychological, Sci-Fi	TV	11	7.6
Yoroiden Samurai Troopers	Adventure, Samurai, Sci-Fi, Shounen	TV	39	7.21
Kure-nai	Comedy, Drama, Martial Arts	TV	12	7.52
Kyoukai no Kanata	Fantasy, Slice of Life, Supernatural	TV	12	7.88
Manie-Manie: Meikyuu Monogatari	Adventure, Fantasy, Horror, Sci-Fi, Supernatural	Movie	3	7.04
Hitsugi no Chaika	Action, Adventure, Comedy, Fantasy, Romance, Shounen	TV	12	7.47
Detective Conan: Black History	Adventure, Comedy, Mystery, Police, Shounen	Special	1	7.74
Sarusuberi: Miss Hokusai	Drama, Historical, Supernatural	Movie	1	7.28
Akame ga Kill!	Action, Adventure, Fantasy	TV	24	7.84
Working!!	Comedy, Slice of Life	TV	13	7.82
Tenjou Tenge	Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power	TV	24	7.1
Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai	Action, Adventure, Comedy, Demons, Fantasy, Martial Arts, Shounen, Super Power	Movie	1	7.11
Samurai Flamenco	Action, Comedy, Parody	TV	22	7
Nisemonogatari	Comedy, Mystery, Supernatural	TV	11	8.21
Guin Saga	Adventure, Fantasy	TV	26	7.29
Tantei Opera Milky Holmes Dai 2 Maku	Comedy, Mystery, Super Power	TV	12	7.3
Binbougami ga!	Comedy, Parody, Shounen, Supernatural	TV	13	7.88
Toriko	Action, Adventure, Comedy, Fantasy, Shounen	TV	147	7.74
Hanamaru Youchien	Comedy, Seinen, Slice of Life	TV	12	7.45
Gyakkyou Burai Kaiji: Hakairoku-hen	Game, Psychological, Seinen, Thriller	TV	26	8.29
Bokura wa Minna Kawaisou	Comedy, Romance, School, Slice of Life	TV	12	7.9
Junjou Romantica 2	Comedy, Drama, Romance, Shounen Ai	TV	12	8.24
Mobile Suit Gundam	Action, Mecha, Military, Sci-Fi, Space	TV	43	7.89
Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou	Comedy, Ecchi, Kids, School, Shounen, Slice of Life	Movie	1	7.15
Yu Gi Oh!	Action, Comedy, Fantasy, Game, Shounen	TV	27	7.29
Aria The Origination	Fantasy, Sci-Fi, Shounen, Slice of Life	TV	13	8.64
Towa no Quon 1: Utakata no Kaben	Action, Super Power, Supernatural	Movie	1	7.53
Suzumiya Haruhi no Shoushitsu	Comedy, Mystery, Romance, School, Sci-Fi, Supernatural	Movie	1	8.81
Gintama: Dai Hanseikai	Action, Comedy, Parody, Samurai	Special	1	8.19
Hetalia World Series	Comedy, Historical, Parody	ONA	48	7.95
Over Drive	Shounen, Sports	TV	26	7.78
Hajime no Ippo: Boxer no Kobushi	Comedy, Drama, Shounen, Sports	Special	1	8.23
Tales of Zestiria the X	Action, Adventure, Fantasy	TV	12	7.6
Aoki Densetsu Shoot!	Action, Comedy, Drama, Romance, School, Shounen, Sports	TV	58	7.53
Shin Angyo Onshi	Action, Fantasy	Movie	1	7
Grappler Baki: Saidai Tournament-hen	Action, Martial Arts, Shounen, Sports	TV	24	7.46
Rec	Comedy, Drama, Romance	TV	9	7.46
Saint Seiya	Adventure, Fantasy, Sci-Fi, Shounen	TV	114	8.03
Hal	Romance, Sci-Fi, Shoujo	Movie	1	7.74
Michiko to Hatchin	Action, Adventure	TV	22	7.9
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You	Adventure, Drama, Fantasy	Movie	1	7.87
